ko_1,ko_2,ctrl_1,ctrl_2
0.47,0.26,0.05,0.24
0,0,0,1.87
0,0,0,0.1
2.83,1.7,0.7,1.66
0,0,0,0.14
21.36,17.92,2.94,9.12
30.5,30.36,22.46,44.56
43.47,53.85,33.11,65.37
34.85,33.78,39.36,26.06
0.05,0,0,0.14
0.02,0,0,0
74.49,66.19,65.76,49.59
131.56,134.95,45.86,47.3
20.46,19.66,30.48,50.79
0,0,0,0.43
3.87,3.58,7.35,7.92
1.48,1.2,0.43,1.65
1.79,2.02,2.69,2.88
26.6,24.23,34.19,37.56
7,6.8,18.87,23.01
2.18,2.42,6.26,2.17
0.04,0.18,0,0
0.13,0,0.03,0
0.97,0.68,0.62,0.91
7.88,7.47,16.13,20.98
0.2,0.09,1.68,0.43
0,0,0,0.18
1.75,1.49,2.29,2.9
4.68,3.95,2.42,7.03
22.21,21.79,15.53,18.36
1.96,1.43,1.17,1.23
4.52,3.07,3.02,5.42
8.99,10.76,4.06,12.44
0,0,0.12,0
0,0,0.15,0
0.04,0.05,0.07,0.17
0,0.05,0,0
0.09,0,0.06,0.03
2.59,2.6,1.44,4.5
0.07,0.08,0.06,0.33
0,0.01,0,0
0.39,0.52,0.14,0.71
0.03,0.02,0,0
0.08,0.11,1.12,1.24
0,0,0.09,0.07
28.33,26.1,28.88,23.22
8.97,10.26,16.51,13.55
2.17,2.24,1.17,2.35
4.19,3.44,1.99,6.98
0.63,0.86,0.92,1.49
43.79,46.27,75.69,78.81
3.1,3.41,27.68,30.32
0,0,0,0.11
0.7,0.43,0.1,0.68
0.41,0.28,0.55,0.54
15.15,17.66,25.09,12.02
0,0.05,0,0.08
0.53,0.21,0.31,0.33
0.56,0.47,0.59,1.02
1.02,1.15,1.99,1.79
0.22,0.24,0.07,0.09
5.84,0,0,0
13.59,16.04,30.45,41.28
0,0.05,0.14,0
28.56,28.52,26.22,45.42
0.11,0.07,0,0
0.04,0,0,0.18
0.86,1.6,0.86,2.22
0.08,0.11,0,0
1.86,1.95,0.49,1.97
1.21,0.95,1.07,1.32
0.2,0.05,0.08,0.32
0.12,0.08,0.21,0.25
145.41,168.44,215.47,350.37
0,0,0,0.04
0.23,0.38,0.71,1.08
8.18,10.65,17.5,16.2
3.43,2.8,1.17,2.53
0,0,0.32,0.19
16.52,19.93,28.66,33.81
1.86,1.45,2.36,1.25
3.91,3.45,1.41,4.74
2.6,3.77,5.95,4.32
0.02,0.02,0,0
8.6,12.02,22.11,11.47
0.14,0.09,0,0
41.37,49.5,64.46,61.92
29.04,30.1,21.26,21.53
0.11,0,0.07,0
0.01,0.01,0,0
2.47,0.21,0.2,1.41
2.15,2.72,2.28,0.99
0.02,0,0,0
0.88,0.92,0.52,0.86
1.54,1.55,2.43,8
9.01,7.39,8.24,12.09
0.23,0.15,0.18,0.85
0,0,0.02,0.02
0,0,0,0.09
10.33,12.45,17.74,16.7
38.98,43,58.46,82.02
2.12,0,0,0
1.04,1.37,2.27,2.04
0.08,0.05,0,0
1.34,1.44,6.61,5.23
0.21,0.23,0,0.09
4.9,5.66,3.32,2.7
0.93,0.35,0.84,1.82
0,0,1.85,0.99
0.18,0.14,0.08,0.15
0.86,1.31,1.4,0.83
0.32,0.17,0.6,0.72
0,0,0,0.21
0.06,0,0.05,0
5.43,6.02,3.43,4.21
20.86,15.81,15.78,50.33
0,0,0,0.04
14.05,13.31,10.57,15.85
0,0,0.02,0.05
25,23.75,24.88,23.54
0.14,0.06,0.05,0.12
1.8,2.13,1.44,1.11
0.3,0,0,0.15
0,66.41,0,19.35
62.81,68.69,65.37,52.11
0.1,0.07,0,0.24
15.21,13.1,8.44,7.89
464.93,452.61,505.48,384.77
0,0.1,0.02,0
6.47,6.53,5.2,4.6
0.2,0.54,0.05,0.33
0.38,0.25,0.6,0.71
0,0.11,0,0
6.15,7.99,10.65,10.9
13.37,10.23,2.66,7.47
2.95,13.93,7.79,49.72
23.66,23.64,29.42,31.49
13.57,14.14,16.45,22.56
29.04,29.67,51.3,43.8
0.06,0.18,0.35,0
4.49,4.4,5.01,5.63
8.24,8.17,5.28,6.94
1.38,1.37,3.31,1.75
4.02,3.49,0.99,2.68
17.77,14.06,26.92,33.18
5,5.12,13.41,22.08
0.66,0.71,0.54,2.06
20.11,23.38,23.81,22.1
4.56,5.38,6.3,2.81
0.77,1.09,3.47,3.02
24.91,23.58,33.45,25.81
53.31,67.26,161.4,204.72
73.87,79.35,130.04,111.06
0.09,0.06,0.08,0.18
0.04,0.02,0.07,0
0.31,0,0.26,0.3
20.79,20.75,14.46,14.16
0.04,0,0,0
0.08,0.05,0,0.26
0.78,1.23,0.46,0.9
0.64,0.25,0.02,0.15
3.9,3.33,0.95,2.12
0.08,0,0,0
0,0,0.34,0
5.63,6.17,18.97,21.89
21.03,20.28,17.22,13.87
37.77,35.93,20.02,16.42
5.41,4.47,7.41,13.91
10.26,9.49,6.95,8.26
1.18,0.93,0.21,1.29
9.25,8.57,20.05,11.72
0,0.15,0,0
29.94,28.64,33.03,41.66
0.36,0.62,0.03,0.04
2.16,1.79,0.76,1.13
5.12,5.25,5.97,4.91
150.18,146.62,98.3,186.13
0.02,0,0,0.05
0.03,0,0,0
47.5,38.1,31.75,51.77
0.18,0.16,0,0
0.89,0.52,0.04,0.32
0.73,0.24,0.78,0.32
223.3,228.87,122.62,64.54
0.24,0.3,0,0
5.66,6.07,6.53,6.55
2.93,2.96,2.36,5.93
4.43,4.28,2.04,4.36
0.06,0.08,0,0
1.96,2.33,1.97,5.93
0.06,0.06,0.02,0.12
0.11,0.07,0.08,0.31
11.8,10.65,4.49,34.04
0.25,0.48,0.23,0.28
0.03,0,0,0
0,0,0.31,0
0.45,0.76,0.54,1.49
0.56,0.27,0.35,0.62
1.35,1.44,0.76,1.16
0.05,0.03,0.08,0.03
1.73,1.51,1.55,6.05
12.56,12.04,11.36,17.01
0.05,0,0,0
0.05,0.02,0.04,0.05
3.68,3.05,7.65,5.31
41.63,40.68,18.79,30.59
0.37,0.15,0.2,0.16
30.01,29.79,56.93,38.71
3.02,2.96,4.93,5.53
0.06,0.06,0,0
2.46,1.73,3.32,3.78
0.19,0.11,0.07,0.18
0.73,0.99,0.31,0.27
41.33,49.69,21.01,36.6
0,0.05,0,0
11.36,11.77,16.1,27.43
38.71,33.69,21.36,41.49
0.83,0.89,1.25,0.25
0,0,0.1,0
3.6,3.19,3.7,5.85
0.22,0.09,0.31,0.18
0.53,0.45,1,0.78
20.98,23.45,9.52,11.17
3.23,3.02,3.98,4.92
0.34,0.34,0.23,0.27
0,0,0,0.02
1.38,1.38,0.84,1.06
10.19,10.96,10.22,10.12
0.27,0.24,0,0
0.02,0.01,0,0.01
7.63,7.8,6.09,8.45
0,0,0.07,0
0.04,0,0,0.09
0.08,0,0.69,0.16
3.25,2.75,1.42,2.13
20.82,22.09,27.4,14.43
0,0,0.07,0.08
0.12,0.32,0.42,0
3.88,2.86,6.56,8.46
1.84,1.77,1.22,2.6
0.9,1.19,1.55,0.6
33.11,36.16,21.66,20.41
0.32,0.64,1.82,3.38
0.09,0.35,0.24,0.74
11.33,11.22,14.61,18.88
1.09,1.05,1.62,1.25
0.19,0,0.36,0.6
1.5,2.32,0.82,0.13
27.75,25.76,54.04,52.7
5.46,6.61,9.71,14.8
33.17,31.94,46.37,56.57
0.08,0,0,0.14
0.01,0,0,0
0.28,0.35,0.75,0.6
5.13,5.57,8.51,8.4
103.67,105.13,165.58,176.67
6.61,5.28,5.9,6.34
4.32,4.3,2.86,2.42
0.09,0.15,0.35,0.05
0.02,0,0,0
0.93,0.91,0.58,0.83
0.01,0,0,0.02
0,0.04,0.02,0.04
6.7,5.93,3.07,4.39
0.29,0.39,0.26,0.1
1.55,1.03,0.15,0.86
13.42,14.26,23.1,17.35
0.07,0,0,0
0,0.52,0,0
11.54,11.37,9.4,9.22
6.49,10.83,18.04,15.07
0,0.02,0,0
40.72,39.72,13.53,19.41
11.45,10.61,9.7,21.05
0.07,0,0.07,0
3.88,3.56,3.47,2.49
0.26,0.17,0.08,0.46
0,0.06,0,0
0.01,0,0,0
30.24,33.59,57.41,56.08
0.72,0.51,0.78,1.72
0,0.01,0,0
4.84,4.14,2,5.67
0.63,1,0.27,0
0,0.08,0,0
1.85,2.27,1.55,2.19
0.08,0,0,0
0,0,0,0.1
0.08,0.21,0,0
0.06,0.01,0,0
0,0.07,0,0.33
0.12,0.3,0.41,0.72
0.36,0.3,0.06,0.08
12.16,10.96,13.28,13.25
3.71,4.59,21.99,25.92
20.78,23.74,12.3,31.98
0.86,0.58,3.52,11
28.35,28.75,27.5,24.25
0,0,0.05,0
0,0.01,0.04,0.02
0.27,0.17,0.37,0.2
0.03,0.03,0.07,0.04
8.89,5.53,4.44,6.45
0.08,0,0.05,0.05
0,0.08,0,0
6.05,6.14,7.14,15.6
0.21,0,0,0
0,0,0,0.45
4.99,3.49,4.41,5.46
346.4,296.07,113.04,177.97
0.02,0.02,0.06,0.03
0.04,0.03,0,0
0,0.11,0.29,0.34
0,0.01,0,0
0,0.26,0.43,0
0,0.74,0,0
107.86,112.33,167.29,189.27
1.58,1.34,5.63,7.78
13.29,15.9,19.05,15.61
8.59,8.55,5.06,3.68
0,0,0.01,0
30.34,39.09,21.09,44.29
4.96,5.75,2.93,5.57
3.17,1.54,0.88,1.86
0.05,0.01,0,0.02
0.67,0.44,1.03,1.83
0.12,0,0,0
67.88,92.95,87.43,70.73
18.41,18.02,25.32,27.1
0,0.04,0.05,0.18
145.47,151.96,129.31,132.19
5.51,5.7,12.19,19.33
48.73,56.45,67.13,88.25
8.77,8.52,15.03,12.08
10.16,12.65,10.66,16.64
0.06,0.02,0,0.03
0.71,0.42,0.5,1.12
0.36,0.44,0.33,0.96
0.12,0.16,0,0
14.82,13.98,17.02,15.83
430.3,390.97,1629.63,2454.55
0,0,0.12,0
0.01,0.01,0,0
66.54,64.67,13.38,9.68
13.34,11.71,4.42,9.71
1.17,1.5,2.22,2.69
7.44,5.98,6.71,6.88
2.09,2.59,3.56,2.96
47.66,62.64,78.52,62.85
0.01,0,0,0
0.09,0,0.06,0.36
11.99,13.02,8.85,21.09
36.33,41.44,40.75,47.09
0.58,0.94,0.76,2.24
0.3,0.22,0.36,0.84
0.2,0.13,0.09,0
3.46,2.72,1.84,3.21
0.01,0,0,0
1.56,1.55,2.22,1.91
0.11,0.03,0,0
0.75,0.49,0.51,0.61
0.43,0.38,0,0
0,0,0,0.29
13.68,14.47,13.67,23.59
0.5,0,0,1.07
1.84,2.12,7.03,4.72
5.22,4.8,2.15,2.56
0.12,0.08,0.08,0.04
0,0.04,0.1,0
3.1,2.48,5.09,11.21
10.66,9.13,5.57,11.14
0.11,0.24,0,0
0.01,0.01,0,0
5.9,5.34,2.95,7.1
1.1,0,0,0
4.17,4.66,1.8,1.9
0,0.05,0,0
0.01,0,0,0
0,0,0,0.04
0.02,0,0.07,0.04
2.94,2.9,5.85,4.2
1.64,1.12,2.97,3.29
1139.52,1191.61,1990.37,1317.03
0.21,0.18,0.29,0.19
40.07,43.28,26.66,30.25
19.67,27.16,18.89,15.73
18.89,20.95,16.04,33.33
519.44,412.08,410.54,590.17
0.1,0,0,0
5.54,5.13,1.91,1.99
2.23,2.43,3.61,5.58
0.14,0.2,0.46,0.69
34.61,43.32,94.76,62.38
6.76,5.16,4.03,9.09
0.07,0,0,0
0.9,0.36,0.12,0.14
7.28,7.18,9.95,11.59
5.6,6.24,6.81,4.89
0.9,0.58,0.64,0.77
5.21,5.6,5.99,10.17
3.95,2.25,5.35,7.22
17.95,17.5,12.66,13.07
62.58,62.59,86.42,134.29
0.1,0,0.17,0
4.38,4.76,1.31,3.4
0.01,0.09,0.51,0.71
78.68,81.5,227.8,199.12
2.35,2.53,4,6.84
1.37,0.85,0.34,0.12
0.04,0,0,0
0.03,0.05,0,0.02
0.15,0.17,0.42,0.27
14.85,12.57,4.43,6.37
0.08,0.06,0.14,0.47
0.01,0.01,0,0
0.01,0,0.02,0
4.97,3.96,2.65,4.02
10.24,7.66,1.15,2.72
0.01,0,0.03,0
0.68,0.71,2.94,3.05
0.02,0.03,0.05,0.02
0.09,0.19,0.14,0
33.84,32.15,76.94,112.28
0,0.21,0,0
5.68,6.25,8.37,5.95
0.06,0,0.06,0
0.44,0.51,0.35,0.21
0.12,0.16,0.42,0
0.29,0.21,0.03,0.1
13.49,13.49,16.39,18.89
5.66,5.19,1.04,2.14
0.06,0.09,0.25,0.15
0.01,0,0,0
0.04,0.02,0,0
0.05,0.18,0.08,0.19
0.16,0.15,0.34,0.4
71.21,88.16,45.32,66.4
0.23,0.23,0.1,0
3.22,2.21,3.34,2.81
14.05,14.59,15.58,17.65
0.69,0.72,0.25,0.14
1.37,1.82,0.2,0.23
7.89,7.53,4.51,5.14
1.08,1.61,0.65,1.09
0.13,0.08,0.05,0
0.01,0,0,0
1.69,1.84,2.78,3.21
361.32,392.14,314.9,331.72
14.05,16.23,23.26,41.88
140.35,141.95,191.18,164.59
12.58,12.46,17.73,29.22
102.95,94.68,117.61,138.73
0.27,0.25,0.84,0.71
2.07,2.3,0.71,0.59
1.4,1.27,1.43,5.12
0.19,0.33,0,0.39
0.06,0.04,0.12,0.42
0.07,0,0,0
2.98,3.17,3.67,3.07
1.88,1.55,0.41,0.46
11.87,16.6,6.62,14.21
0.29,0.26,0.27,0.28
5.72,5.1,4.69,8.09
0.01,0,0.01,0
0.01,0,0,0
0.49,0,0,0.52
0.03,0,0,0.03
3.57,2.85,4.43,2.49
0.08,0.17,0.13,0.09
44.32,40.96,54.43,41.17
1.98,1.66,0.93,1.23
27.6,31.46,61.38,79.13
374.1,411.12,603.05,743.81
4.54,5.2,4.83,4.41
0,0,0.04,0
11.32,9.07,3.14,6.79
0,0.11,0,0
0.06,0.07,0,0
11.54,10.42,20.53,14.97
2.96,2.66,4.08,2.61
17.33,15.01,11.92,12.2
9.99,7.82,3.47,11.56
0,0,0.26,0
91.59,109.15,100.57,78.55
0.08,0.17,0.07,0.14
83.3,89.56,98.54,150.66
1.48,1.78,2.86,3.34
13.83,14.86,15.33,19.34
0.05,0.05,0.02,0.03
7.07,6.26,8.35,9.47
0.03,0.09,0,0
21.99,21.73,34.48,34.95
3.99,4.99,2.3,1.85
18.57,18.39,9,20.22
2.45,3.03,9.66,7.06
50.07,54.27,91.15,151.08
0.17,0,0,0
0.05,0.02,0.03,0.12
0.17,0.08,0.09,0.08
0.34,0.38,0.03,0.19
0.06,0,0.03,0
0.12,0,0,0
1.32,0.91,0.36,0.33
0.24,0.64,0,0.07
0.33,0.22,1.61,3.49
0.03,0.03,0,0
0.39,0.45,0.03,0.13
11.94,11.79,15.68,14.78
0.75,1.09,4.6,9.44
0,0.05,0,0
0,0,0.1,0
0.4,0.43,0.47,3.79
0.07,0,0.11,0.24
0.04,0.02,0,0.09
1710.7,2035.62,4292.65,2910.37
1.02,0.36,0.49,1.33
0.35,0.24,0.27,0.7
0,0.01,0,0
24.7,22.22,4.7,6.11
2.41,2.19,3.21,2.43
0.04,0,0,0
0,0.08,0,0.13
14.13,11.69,11.96,4.84
7.16,8.17,8.08,8.04
0.03,0,0,0
6.49,7.85,12.01,15.35
0.06,0.08,0,0.12
243.23,378.28,256.76,358.14
0.15,0.12,0.02,0
4.85,4.33,4.06,6.76
29.41,36.85,17.8,63.62
3.31,4.01,11.92,11.89
1.38,1.23,0.3,0.89
0.01,0,0,0
0.23,0.11,0,0
0.08,0,0.08,0
0,0,0,0.1
16.59,16.25,32.9,23.25
8.75,9.26,15.08,15.32
0.04,0,0.13,0.38
0.02,0.04,0,0.07
717.01,538.76,399.46,895.22
71.69,74.18,143.34,125.91
14.24,12.13,9.28,7.12
0,0.12,0,0
9.48,11.59,65.99,45.59
18.52,19.55,21.56,18.61
13.94,16.01,20.43,26.77
30.25,36.95,76.89,111.54
57.76,58.34,53.94,88.65
0.03,0.03,0.11,0.24
1.38,0.6,0.53,0.31
140.93,131.56,109.09,109.47
0,0.02,0.08,0.13
1.53,1.83,0.52,2.05
4.61,4.69,1.07,6.35
32.16,34.1,27.24,29.58
0.13,0.05,0.07,0.12
0.71,0.7,2.64,4.62
0.03,0.01,0.04,0
43.88,40.83,29.65,22.06
4.21,4.93,2.77,4.09
0,0.15,0,0
0.09,0.11,0,0.35
0.09,0.2,0,0.13
27.49,25.57,9.46,29.43
0,0.06,0,0
6.41,5.55,12.61,16.14
0.05,0,0,0
0,0.44,0,0
2.8,3.28,0.31,0.68
12.63,12.99,47.25,42.91
0.74,0.98,1.12,1.29
0.38,0.13,0.45,0.38
56.8,68.92,90.01,117.66
0.21,0.36,0.18,0.67
0,0,0,0.15
0.97,0.55,0,1.01
8.94,10.49,8.51,8.52
10.97,11.91,18.1,12.64
0,0,0.08,0
12.25,13.54,14.55,13.94
16.25,15.46,8.93,14.5
51.47,71.78,141.2,175.63
0.05,0,0,0.1
0.71,0.58,0.45,0.94
1.52,1.2,1.31,0
5.3,6.21,38.79,29.32
87.5,111.11,94.93,198.43
0.06,0.23,0,0
6.36,5.28,1.45,3.64
0.19,0.08,0,0.13
8.41,14.42,24.09,21.05
0.15,0.19,0,0
0,0.02,0,0.03
3.38,3.18,2.49,3.59
0.03,0,0,0
0.55,0.15,0,0
0.08,0.1,0.09,0.05
22.52,20.71,4.8,5.38
0.07,0.02,0.06,0.04
3.06,1.93,0.11,0.18
0.01,0,0.06,0
0.51,0.19,0.26,0.75
1.74,1.22,1.77,2.35
108.92,109.73,176.74,137.46
0,0,0.16,0
5.23,6.38,2.9,1.4
0.01,0,0,0
0.09,0,0,0
3.98,3.99,3.63,7.88
0,0.05,0,0.09
0.53,0.33,1,3.99
0.02,0.08,0,0
0.89,1.56,0.99,1.67
0.45,0.45,0.29,0.29
0.06,0.07,0.15,0.06
0.03,0,0.01,0
0.33,0.51,0.35,0.55
2.5,3.3,2.58,2.78
1.45,2.85,2.84,2.95
94.24,122.22,99.21,83.33
3.26,2.26,1.76,1.94
32.77,38.38,40.52,51.1
24.1,27.09,33.43,17.98
0.08,0.2,0,0
12.75,10.12,20.84,26.73
0.24,0.31,0.23,0.27
30.89,29.59,20.71,24.14
15.88,20.26,13.69,16.6
12.33,13.58,23.34,28.68
4.26,5.58,0.1,0
0.36,0.26,0.76,1.44
143.22,170.8,141.19,126.24
0.05,0.09,0.05,0.14
11.84,10.34,22.61,21.3
16.72,19.64,11.14,28.22
21.49,27.55,63.91,52.75
0.04,0.03,0,0
5.83,6.65,10.46,14.21
24.61,20.88,16.57,17.39
0.01,0,0,0.06
1.45,1.7,0.31,1.45
8.28,8.03,18.48,22.66
0.51,0,0,0
2.76,3.51,8,7.54
13.41,13.17,10.5,11.6
0,0,0,0.16
9.61,9.83,8.65,8.64
4.49,4.95,6.94,1.4
0,0,0,0.11
1.25,1.1,1.13,1.68
0,0.01,0,0
8.96,8.37,6.89,6.26
0.33,0.47,0.5,0.68
1.46,1.36,3.48,8.74
0.26,0,1.04,0.63
0,0.12,0,0
0.64,0.66,0.37,0.77
3.56,3.02,6.2,6.76
7.56,8.84,19.49,15.98
197.29,180.74,427.3,495.39
0.08,0.09,0.06,0.29
0.96,0.94,0.81,0.47
0.08,0,0,0
13.2,12.77,6.35,9.05
197.67,181.7,118.52,63.1
0.36,0.61,0.16,0.3
0.8,0.87,1.74,2.29
0.07,0,0,0.06
31.54,29.31,15.91,11.19
119.59,126.34,132.78,135.53
72.7,70.8,85.7,117.09
7.48,7.77,9.82,15.56
14.89,14.84,25.78,25.47
0.06,0.17,0.06,0
43.33,39.64,44.43,37.55
0.02,0,0,0
23.16,21.1,50.02,37.55
1.41,1.7,1.59,3.42
4.04,4.65,7.4,9.18
3.53,3.64,6.26,7.19
2.49,2.42,2.58,5.84
0,0.03,0,0
174.2,186.41,231.96,295.92
26.55,24.58,32.43,51.2
0.24,0.21,0.15,0.75
23.12,29.41,14.35,19.5
1.12,1.36,19.58,15.13
0.09,0,0,0
0.03,0,0,0
0.07,0.05,0,0
0.03,0,0,0
0.08,0.07,0.02,0.11
14.39,17.24,6.57,3.78
16.38,14.07,23.96,34.01
18.33,15.53,7.64,22.38
5.19,3.85,6.3,6.99
0.65,0.57,0.37,0.45
35.06,27.98,23.7,29.88
26.82,27.28,28.5,35.78
3469.21,3727.74,5335.17,5476.33
4.06,3.63,1.72,1.43
5.17,5.28,6.02,4.74
9.51,8.1,7.13,11.64
6.04,6.13,9.93,9.18
0.08,0,0,0.52
0,0.02,0,0
4.99,5.94,12.84,16.57
0.09,0,0,0
0.06,0.01,0.02,0.07
0.34,0.18,0.43,0.14
3.32,3.64,5.34,3.8
0.03,0.02,0,0
1.06,0.92,0.7,0.99
3.98,4.52,3.7,3.84
0.09,0.06,0.11,0.1
4.77,5.72,6.1,6.17
14.34,8.75,3.57,5.21
225.93,238.93,418.29,661.97
0,0.03,0,0
4.34,4.68,2.62,3.8
0.08,0.12,0.07,0.02
1.87,2,4.19,3.38
54.86,42.05,12.32,31.14
0.18,0.64,0,0.05
6.55,6.85,9.71,8.64
19.24,20.76,13.04,15.87
0.32,0.48,0.41,0
0.26,0.29,0.26,0.36
90.4,81.01,65.47,28.08
0.02,0,0,0.11
0.12,0,0,0.59
0,0,0.16,0
0.25,0,0,0
1.07,1.89,2.39,1.48
0.03,0.02,0.05,0
26.71,33.06,53.97,41.72
4.46,4.6,4.37,4.89
1.32,2.01,3.31,3.25
0.1,0.03,0,0.1
0,0,0,1.06
19.3,13.59,0.56,0.72
1.02,1.23,1.02,1.28
0.01,0,0,0
4.89,5.46,12.48,21.69
0,0,0.04,0.1
3.27,2.22,0.22,0
0,0,0,0.02
0.23,0.28,0.36,0.29
0.94,0.86,0.41,1.04
4.28,3.53,2.63,7.65
4.82,4.78,5.24,10.93
0.16,0.35,0.62,0.75
2.04,2.43,16.32,14.54
0.03,0,0,0
0.41,0.04,0.27,0.13
0,0,0.4,0
1.16,1.35,1.51,1.88
0.25,0.63,0.23,0.47
4.77,3.24,0.8,1.74
65.51,70.44,89.28,110.16
0,0,0,0.32
0.02,0,0,0
0.11,0,0.05,0
0.18,0,0.41,0.6
0.59,0.53,0.73,0
30.31,31.56,55.38,70.92
0.08,0.05,0,0.08
35.54,34.31,14.1,21.06
55.19,54.76,35.44,39.87
3.84,2.69,1.77,2.23
13.08,13.45,25.15,25.4
0.04,0.01,0,0
0.33,0,0,0
0.05,0.07,0.16,0.15
0.61,0.59,0.41,0.47
8.64,8.2,12.96,11.04
55.49,52.04,73.93,74.27
5.91,5.13,6.51,6.89
0.17,0,0.06,0
42.2,49.44,41.22,83.47
5.43,7.61,19.73,15.45
0.1,0,0,0
0.34,0.37,0.51,0.24
403.48,370.65,358.57,239.94
4,4.39,8.67,5.23
0.07,0.28,0,0
24.64,26.44,78.77,72.21
0.09,0.09,0.04,0.05
2.4,1.28,4.73,1.85
0,0,0.05,0
0.39,0.44,1.22,2.85
0.04,0.12,0.24,0.09
0.15,0,0,0
16.22,17.25,21.63,16.89
10.3,11.63,12.81,12.79
0.07,0,0,0.15
5.36,5.76,8.91,8.82
1.6,1.78,8.86,7.19
0.05,0,0,0
0,0.18,0,0
1.3,1.04,6.17,5.76
0.25,0.62,1.1,0.72
0.14,0.06,0.17,0
0.06,0,0,0
0.25,0.11,0.29,0.34
4.44,4.39,18.29,35.14
22.83,24.25,35.99,33.05
7.67,7.54,17.42,21.58
2.67,2.97,10.82,12.65
0,0,0,0.14
22.27,21.37,16.31,31.56
3.73,3.23,5.15,5.88
7.27,7.26,6.05,4.5
0.05,0.06,0.09,0
0.03,0.07,0,0
0.18,0.47,0.63,1.62
0.99,0.82,0.41,0.57
0.08,0.03,0.11,0
11.71,9.1,16.19,23.42
21.75,23.27,18.91,16.03
1.67,1.93,0.46,1.34
0.02,0,0,0
13.15,10.94,12.39,20.57
1.78,1.68,0.75,1.33
1.84,2.1,3.19,6.74
0.81,2.12,1.46,3.76
0,0,0,0.04
0.62,0.36,0.12,0.53
0,0.04,0.04,0.01
0.28,0.07,0.06,0.02
10.64,8.93,9.91,7.6
5,4.6,3.11,10.65
2.58,2.39,4.09,3.43
12.97,10.26,16.94,23.63
0.08,0.06,0.04,0.05
0,0.43,0,0
1.87,1.96,2.19,1.17
4.84,4.98,8.97,7.28
34.23,42,30.2,51.43
3.98,4.97,8.65,11.14
0.24,0.11,0,0
1.92,1.84,2.2,1.7
0.11,0.12,0.08,0.2
11.56,11.59,19.21,37.48
2.74,2.17,4.27,5.14
27.33,38.41,57.34,38.19
2.05,2.59,2.58,6.38
0.15,0.53,1.25,1.06
440.1,379.29,577.4,357.61
0.27,0.35,0.47,0.54
16.14,23.53,12.83,30.5
0,0.11,0.08,0
0.08,0.1,0,0
0,0,0.2,0
16.69,18.01,20.22,21.06
0.13,0.42,0,0
0.19,0,0.45,0.27
0,0.19,0,0
0.29,0.45,0.39,0.92
3.59,4.21,4.44,3.89
0,0,0,0.01
1.08,1.09,3.62,5.24
0.04,0.2,0.31,0.79
1.21,1.61,2.36,2.77
0.35,0.24,0.11,0.45
15.67,18.61,28.4,35.95
77.93,76.91,71.99,82.71
0,0.05,0,0
3.22,2.69,1.19,1.34
12.93,12.88,18.48,15.43
2.84,3.44,1.35,2.34
48.75,51.44,47.18,45.45
0.9,0.77,1.1,0.89
0.58,0.87,0.67,0.81
0.7,0.89,0.65,0.88
0.04,0,0,0.26
0.01,0.04,0,0
0.84,1.11,0.06,0.24
48.06,60.8,23.83,18.67
7.57,7.98,6.88,9.08
2.03,1.5,2.36,13.62
0.04,0.06,0.02,0.15
15.85,15.44,14.75,11.52
0.21,0.09,0.09,0.04
0,0,1.66,0.1
25.82,24.53,23.73,29.45
0.09,0.11,0.1,0.17
0,0.01,0,0
0.15,0.32,0.22,0.29
0.01,0,0,0
5.42,4.48,4.46,5.91
0.4,0.31,0,0
0.39,0.32,0.14,0.35
0.51,0.73,0.4,0.21
0.03,0.04,0.48,0.06
0,0.03,0,0
53.85,61.68,42.98,61.65
0.27,0.36,0.31,0.7
15.66,16.12,11,10.68
0.75,0.31,0.65,2.06
0.13,0.06,0.06,0.1
0.01,0,0.01,0
0.01,0.01,0,0
16.48,15.05,24.89,55.66
0.62,1.35,1.85,4.2
0.07,0.03,0,0.36
3.46,3.4,2,4.54
3.43,4.44,8.19,9.4
1.99,2.71,0.61,6.15
0.02,0.02,0.03,0.1
0.22,0.11,0,0.18
29.21,35.97,34.02,32.8
11.05,10.35,3.65,5.95
0.06,0.03,0.12,0.09
0,0,0,0.02
42.53,42.5,48.81,74.58
11.02,9.62,10.9,33.99
0.08,0.04,0.25,0.09
0.31,0.13,1.14,0.19
39.9,40.39,8.69,6.83
1.08,1.6,2.18,1.85
0.01,0,0.02,0
0.2,0.32,0.52,0.65
0.1,0,0.06,0
10.69,11.6,14.17,12.03
0.06,0,0.1,0
0.08,0,0,0
100.45,103.7,203.56,171.46
0.01,0,0,0
0,0,0.06,0
0.76,2.17,3,5.11
0.14,0.19,0.43,0.11
4.08,3.76,2.48,3.02
0.02,0,0,0
3.37,3.25,1.95,2.84
0.06,0.32,0,0
0.06,0,0.07,0.04
0,0.13,0,0
0.07,0,0,0
65.74,63.8,108.22,78.29
17.08,21.26,29.26,29.09
0,0,0.09,0
55.84,53.64,75.12,60.1
0.84,0,0,0
0.1,0.11,0.09,0.11
0.05,0.12,0.26,0.57
0.02,0,0,0
0,0.31,0,0
9.7,11.96,8.32,12.56
0.01,0.04,0,0
0,0,0,0.17
0.12,0,0,0
27.25,25.46,21.11,29.1
0,0,0.01,0
0,0,0,0.13
0.14,0.03,0.01,0
0.12,0.53,0,0.23
0.48,0.27,0.24,0
4.73,5.2,13.52,17.72
0.14,0,0.25,0
21.88,18.19,14.24,16.2
